Date,Price
21 April 2021,"53,820.20"
20 April 2021,"56,483.20"
19 April 2021,"55,646.10"
18 April 2021,"56,207.10"
17 April 2021,"60,041.90"
16 April 2021,"61,379.70"
15 April 2021,"63,216.00"
14 April 2021,"62,980.40"
13 April 2021,"63,540.90"
12 April 2021,"59,863.80"
11 April 2021,"59,978.70"
10 April 2021,"59,748.40"
09 April 2021,"58,118.70"
08 April 2021,"58,077.40"
07 April 2021,"55,948.70"
06 April 2021,"57,996.30"
05 April 2021,"58,993.40"
04 April 2021,"58,199.90"
03 April 2021,"57,059.90"
02 April 2021,"58,977.30"
01 April 2021,"58,718.30"
31 March 2021,"58,763.70"
30 March 2021,"58,771.30"
29 March 2021,"57,616.20"
28 March 2021,"55,765.20"
27 March 2021,"55,862.90"
26 March 2021,"55,036.10"
25 March 2021,"51,322.30"
24 March 2021,"52,325.40"
23 March 2021,"54,452.50"
22 March 2021,"54,158.30"
21 March 2021,"57,383.80"
20 March 2021,"58,093.40"
19 March 2021,"58,088.00"
18 March 2021,"57,656.00"
17 March 2021,"58,913.50"
16 March 2021,"56,889.70"
15 March 2021,"55,791.30"
14 March 2021,"59,113.70"
13 March 2021,"61,195.30"
12 March 2021,"57,265.10"
11 March 2021,"57,799.50"
10 March 2021,"55,851.90"
09 March 2021,"54,879.00"
08 March 2021,"52,311.00"
07 March 2021,"50,982.30"
06 March 2021,"48,855.60"
05 March 2021,"48,792.50"
04 March 2021,"48,428.00"
03 March 2021,"50,395.10"
02 March 2021,"48,424.20"
01 March 2021,"49,595.50"
28 February 2021,"45,164.00"
27 February 2021,"46,136.70"
26 February 2021,"46,345.60"
25 February 2021,"46,928.50"
24 February 2021,"49,697.50"
23 February 2021,"48,911.20"
22 February 2021,"54,111.80"
21 February 2021,"57,433.80"
20 February 2021,"55,923.70"
19 February 2021,"55,906.60"
18 February 2021,"51,582.20"
17 February 2021,"52,079.20"
16 February 2021,"49,169.70"
15 February 2021,"47,936.30"
14 February 2021,"48,643.40"
13 February 2021,"47,168.70"
12 February 2021,"47,371.70"
11 February 2021,"47,990.70"
10 February 2021,"44,836.00"
09 February 2021,"46,508.60"
08 February 2021,"46,395.70"
07 February 2021,"38,852.90"
06 February 2021,"39,256.60"
05 February 2021,"38,297.60"
04 February 2021,"36,982.10"
03 February 2021,"37,646.80"
02 February 2021,"35,485.20"
01 February 2021,"33,515.70"
31 January 2021,"33,108.10"
30 January 2021,"34,283.10"
29 January 2021,"34,301.80"
28 January 2021,"33,374.80"
27 January 2021,"30,404.00"
26 January 2021,"32,502.10"
25 January 2021,"32,252.30"
24 January 2021,"32,241.30"
23 January 2021,"32,088.90"
22 January 2021,"33,000.50"
21 January 2021,"30,842.10"
20 January 2021,"35,476.30"
19 January 2021,"36,002.90"
18 January 2021,"36,613.20"
17 January 2021,"35,839.60"
16 January 2021,"36,019.50"
15 January 2021,"36,845.80"
14 January 2021,"39,175.70"
13 January 2021,"37,382.20"
12 January 2021,"34,076.10"
11 January 2021,"35,544.30"
10 January 2021,"38,192.20"
09 January 2021,"40,151.90"
08 January 2021,"40,599.30"
07 January 2021,"39,460.20"
06 January 2021,"36,793.20"
05 January 2021,"33,991.50"
04 January 2021,"32,022.60"
03 January 2021,"32,958.90"
02 January 2021,"32,193.30"
01 January 2021,"29,359.90"
31 December 2020,"28,949.40"
30 December 2020,"28,868.70"
29 December 2020,"27,376.00"
28 December 2020,"27,057.80"
27 December 2020,"26,261.30"
26 December 2020,"26,454.40"
25 December 2020,"24,689.60"
24 December 2020,"23,736.50"
23 December 2020,"23,257.90"
22 December 2020,"23,823.20"
21 December 2020,"22,728.50"
20 December 2020,"23,474.90"
19 December 2020,"23,844.00"
18 December 2020,"23,127.90"
17 December 2020,"22,825.40"
16 December 2020,"21,352.20"
15 December 2020,"19,434.90"
14 December 2020,"19,273.80"
13 December 2020,"19,176.80"
12 December 2020,"18,808.90"
11 December 2020,"18,023.60"
10 December 2020,"18,247.20"
09 December 2020,"18,546.00"
08 December 2020,"18,326.60"
07 December 2020,"19,170.70"
06 December 2020,"19,379.90"
05 December 2020,"19,146.50"
04 December 2020,"18,658.10"
03 December 2020,"19,433.30"
02 December 2020,"19,218.80"
01 December 2020,"18,770.70"
30 November 2020,"19,698.10"
29 November 2020,"18,185.50"
28 November 2020,"17,730.70"
27 November 2020,"17,127.10"
26 November 2020,"17,162.00"
25 November 2020,"18,723.00"
24 November 2020,"19,152.60"
23 November 2020,"18,379.60"
22 November 2020,"18,412.90"
21 November 2020,"18,687.20"
20 November 2020,"18,675.20"
19 November 2020,"17,803.50"
18 November 2020,"17,774.60"
17 November 2020,"17,662.30"
16 November 2020,"16,715.80"
15 November 2020,"15,953.00"
14 November 2020,"16,071.00"
13 November 2020,"16,324.20"
12 November 2020,"16,294.70"
11 November 2020,"15,695.80"
10 November 2020,"15,303.60"
09 November 2020,"15,327.20"
08 November 2020,"15,483.70"
07 November 2020,"14,828.40"
06 November 2020,"15,577.90"
05 November 2020,"15,587.10"
04 November 2020,"14,145.60"
03 November 2020,"14,019.90"
02 November 2020,"13,561.40"
01 November 2020,"13,759.40"
31 October 2020,"13,797.30"
30 October 2020,"13,559.90"
29 October 2020,"13,457.20"
28 October 2020,"13,278.90"
27 October 2020,"13,657.80"
26 October 2020,"13,061.60"
25 October 2020,"13,032.20"
24 October 2020,"13,117.20"
23 October 2020,"12,934.10"
22 October 2020,"12,974.60"
21 October 2020,"12,808.70"
20 October 2020,"11,913.50"
19 October 2020,"11,753.40"
18 October 2020,"11,506.90"
17 October 2020,"11,362.10"
16 October 2020,"11,322.00"
15 October 2020,"11,503.00"
14 October 2020,"11,420.40"
13 October 2020,"11,423.80"
12 October 2020,"11,533.90"
11 October 2020,"11,371.00"
10 October 2020,"11,298.40"
09 October 2020,"11,054.20"
08 October 2020,"10,924.10"
07 October 2020,"10,670.90"
06 October 2020,"10,602.60"
05 October 2020,"10,789.50"
04 October 2020,"10,672.90"
03 October 2020,"10,544.20"
02 October 2020,"10,572.30"
01 October 2020,"10,620.50"
30 September 2020,"10,776.10"
29 September 2020,"10,840.90"
28 September 2020,"10,693.20"
27 September 2020,"10,776.20"
26 September 2020,"10,727.90"
25 September 2020,"10,688.80"
24 September 2020,"10,739.40"
23 September 2020,"10,237.30"
22 September 2020,"10,531.50"
21 September 2020,"10,416.80"
20 September 2020,"10,921.50"
19 September 2020,"11,081.80"
18 September 2020,"10,933.00"
17 September 2020,"10,941.30"
16 September 2020,"10,949.50"
15 September 2020,"10,785.30"
14 September 2020,"10,675.30"
13 September 2020,"10,326.00"
12 September 2020,"10,441.90"
11 September 2020,"10,390.20"
10 September 2020,"10,339.70"
09 September 2020,"10,224.60"
08 September 2020,"10,126.60"
07 September 2020,"10,376.90"
06 September 2020,"10,296.40"
05 September 2020,"10,092.20"
04 September 2020,"10,472.50"
03 September 2020,"10,168.80"
02 September 2020,"11,413.30"
01 September 2020,"11,914.90"
31 August 2020,"11,644.20"
30 August 2020,"11,702.00"
29 August 2020,"11,468.10"
28 August 2020,"11,527.40"
27 August 2020,"11,327.40"
26 August 2020,"11,462.30"
25 August 2020,"11,324.80"
24 August 2020,"11,753.50"
23 August 2020,"11,641.60"
22 August 2020,"11,661.30"
21 August 2020,"11,529.20"
20 August 2020,"11,856.90"
19 August 2020,"11,750.20"
18 August 2020,"11,947.60"
17 August 2020,"12,282.60"
16 August 2020,"11,899.00"
15 August 2020,"11,845.30"
14 August 2020,"11,750.80"
13 August 2020,"11,770.90"
12 August 2020,"11,557.20"
11 August 2020,"11,390.40"
10 August 2020,"11,889.20"
09 August 2020,"11,681.20"
08 August 2020,"11,764.30"
07 August 2020,"11,592.00"
06 August 2020,"11,757.10"
05 August 2020,"11,735.10"
04 August 2020,"11,184.70"
03 August 2020,"11,224.40"
02 August 2020,"11,066.80"
01 August 2020,"11,803.10"
31 July 2020,"11,333.40"
30 July 2020,"11,096.20"
29 July 2020,"11,105.90"
28 July 2020,"10,908.50"
27 July 2020,"11,022.80"
26 July 2020,"9,932.50"
25 July 2020,"9,704.10"
24 July 2020,"9,546.40"
23 July 2020,"9,599.60"
22 July 2020,"9,513.70"
21 July 2020,"9,387.30"
20 July 2020,"9,162.40"
19 July 2020,"9,208.00"
18 July 2020,"9,170.20"
17 July 2020,"9,155.80"
16 July 2020,"9,135.30"
15 July 2020,"9,198.70"
14 July 2020,"9,253.40"
13 July 2020,"9,243.60"
12 July 2020,"9,300.80"
11 July 2020,"9,233.30"
10 July 2020,"9,285.10"
09 July 2020,"9,235.70"
08 July 2020,"9,429.90"
07 July 2020,"9,256.00"
06 July 2020,"9,339.00"
05 July 2020,"9,081.00"
04 July 2020,"9,134.40"
03 July 2020,"9,067.10"
02 July 2020,"9,085.10"
01 July 2020,"9,229.90"
30 June 2020,"9,135.40"
29 June 2020,"9,185.40"
28 June 2020,"9,124.00"
27 June 2020,"9,008.30"
26 June 2020,"9,160.00"
25 June 2020,"9,247.50"
24 June 2020,"9,302.00"
23 June 2020,"9,624.60"
22 June 2020,"9,683.70"
21 June 2020,"9,296.40"
20 June 2020,"9,358.80"
19 June 2020,"9,314.00"
18 June 2020,"9,388.10"
17 June 2020,"9,464.60"
16 June 2020,"9,523.50"
15 June 2020,"9,425.40"
14 June 2020,"9,345.30"
13 June 2020,"9,471.30"
12 June 2020,"9,466.60"
11 June 2020,"9,283.20"
10 June 2020,"9,878.80"
09 June 2020,"9,768.80"
08 June 2020,"9,777.90"
07 June 2020,"9,742.60"
06 June 2020,"9,669.60"
05 June 2020,"9,631.20"
04 June 2020,"9,794.40"
03 June 2020,"9,667.20"
02 June 2020,"9,527.60"
01 June 2020,"10,189.30"
31 May 2020,"9,454.80"
30 May 2020,"9,692.50"
29 May 2020,"9,424.80"
28 May 2020,"9,572.20"
27 May 2020,"9,199.10"
26 May 2020,"8,842.50"
25 May 2020,"8,898.20"
24 May 2020,"8,728.20"
23 May 2020,"9,177.00"
22 May 2020,"9,169.70"
21 May 2020,"9,059.00"
20 May 2020,"9,512.30"
19 May 2020,"9,773.30"
18 May 2020,"9,730.70"
17 May 2020,"9,677.70"
16 May 2020,"9,379.50"
15 May 2020,"9,318.00"
14 May 2020,"9,778.40"
13 May 2020,"9,298.70"
12 May 2020,"8,813.80"
11 May 2020,"8,579.80"
10 May 2020,"8,738.80"
09 May 2020,"9,554.60"
08 May 2020,"9,806.20"
07 May 2020,"9,979.80"
06 May 2020,"9,151.40"
05 May 2020,"9,001.00"
04 May 2020,"8,874.70"
03 May 2020,"8,885.50"
02 May 2020,"8,966.30"
01 May 2020,"8,821.60"
30 April 2020,"8,629.00"
29 April 2020,"8,770.90"
28 April 2020,"7,746.90"
27 April 2020,"7,766.00"
26 April 2020,"7,678.90"
25 April 2020,"7,540.40"
24 April 2020,"7,503.80"
23 April 2020,"7,488.50"
22 April 2020,"7,112.90"
21 April 2020,"6,842.50"
20 April 2020,"6,833.50"
19 April 2020,"7,122.90"
18 April 2020,"7,230.80"
17 April 2020,"7,035.80"
16 April 2020,"7,085.60"
15 April 2020,"6,629.10"
14 April 2020,"6,850.90"
13 April 2020,"6,841.30"
12 April 2020,"6,917.60"
11 April 2020,"6,867.80"
10 April 2020,"6,863.10"
09 April 2020,"7,289.00"
08 April 2020,"7,361.20"
07 April 2020,"7,185.20"
06 April 2020,"7,332.30"
05 April 2020,"6,772.70"
04 April 2020,"6,857.40"
03 April 2020,"6,735.90"
02 April 2020,"6,800.50"
01 April 2020,"6,638.50"
31 March 2020,"6,412.50"
30 March 2020,"6,391.00"
29 March 2020,"5,890.40"
28 March 2020,"6,233.70"
27 March 2020,"6,373.40"
26 March 2020,"6,725.10"
25 March 2020,"6,678.90"
24 March 2020,"6,744.60"
23 March 2020,"6,468.90"
22 March 2020,"5,822.10"
21 March 2020,"6,186.20"
20 March 2020,"6,205.30"
19 March 2020,"6,172.00"
18 March 2020,"5,361.40"
17 March 2020,"5,261.10"
16 March 2020,"5,030.00"
15 March 2020,"5,366.30"
14 March 2020,"5,182.70"
13 March 2020,"5,584.30"
12 March 2020,"4,826.00"
11 March 2020,"7,935.10"
10 March 2020,"7,891.20"
09 March 2020,"7,933.00"
08 March 2020,"8,034.10"
07 March 2020,"8,887.80"
06 March 2020,"9,134.80"
05 March 2020,"9,060.30"
04 March 2020,"8,757.90"
03 March 2020,"8,761.40"
02 March 2020,"8,904.80"
01 March 2020,"8,540.00"
29 February 2020,"8,543.70"
28 February 2020,"8,697.50"
27 February 2020,"8,818.60"
26 February 2020,"8,800.30"
25 February 2020,"9,317.20"
24 February 2020,"9,662.70"
23 February 2020,"9,942.70"
22 February 2020,"9,655.70"
21 February 2020,"9,684.50"
20 February 2020,"9,602.40"
19 February 2020,"9,609.40"
18 February 2020,"10,158.40"
17 February 2020,"9,701.40"
16 February 2020,"9,932.30"
15 February 2020,"9,907.70"
14 February 2020,"10,333.00"
13 February 2020,"10,235.10"
12 February 2020,"10,317.70"
11 February 2020,"10,229.50"
10 February 2020,"9,854.10"
09 February 2020,"10,151.50"
08 February 2020,"9,895.50"
07 February 2020,"9,818.60"
06 February 2020,"9,772.00"
05 February 2020,"9,611.80"
04 February 2020,"9,193.90"
03 February 2020,"9,296.60"
02 February 2020,"9,334.90"
01 February 2020,"9,381.60"
31 January 2020,"9,349.10"
30 January 2020,"9,507.30"
29 January 2020,"9,298.90"
28 January 2020,"9,377.30"
27 January 2020,"8,866.60"
26 January 2020,"8,607.80"
25 January 2020,"8,341.60"
24 January 2020,"8,439.90"
23 January 2020,"8,405.10"
22 January 2020,"8,678.50"
21 January 2020,"8,732.60"
20 January 2020,"8,641.90"
19 January 2020,"8,706.20"
18 January 2020,"8,916.30"
17 January 2020,"8,913.10"
16 January 2020,"8,726.90"
15 January 2020,"8,818.30"
14 January 2020,"8,829.20"
13 January 2020,"8,111.40"
12 January 2020,"8,187.60"
11 January 2020,"8,024.10"
10 January 2020,"8,187.10"
09 January 2020,"7,842.40"
08 January 2020,"8,059.60"
07 January 2020,"8,155.70"
06 January 2020,"7,759.10"
05 January 2020,"7,372.50"
04 January 2020,"7,376.80"
03 January 2020,"7,343.10"
02 January 2020,"6,967.00"
01 January 2020,"7,199.80"
31 December 2019,"7,196.40"
30 December 2019,"7,261.80"
29 December 2019,"7,397.50"
28 December 2019,"7,321.50"
27 December 2019,"7,261.70"
26 December 2019,"7,210.90"
25 December 2019,"7,224.80"
24 December 2019,"7,268.30"
23 December 2019,"7,322.80"
22 December 2019,"7,495.80"
21 December 2019,"7,156.20"
20 December 2019,"7,196.40"
19 December 2019,"7,165.50"
18 December 2019,"7,276.00"
17 December 2019,"6,613.30"
16 December 2019,"6,903.50"
15 December 2019,"7,128.50"
14 December 2019,"7,080.80"
13 December 2019,"7,255.20"
12 December 2019,"7,208.00"
11 December 2019,"7,208.00"
10 December 2019,"7,235.70"
09 December 2019,"7,355.80"
08 December 2019,"7,524.40"
07 December 2019,"7,510.90"
06 December 2019,"7,530.80"
05 December 2019,"7,399.20"
04 December 2019,"7,204.40"
03 December 2019,"7,291.80"
02 December 2019,"7,298.20"
01 December 2019,"7,396.40"
30 November 2019,"7,546.60"
29 November 2019,"7,742.70"
28 November 2019,"7,426.70"
27 November 2019,"7,510.60"
26 November 2019,"7,162.80"
25 November 2019,"7,115.60"
24 November 2019,"6,924.70"
23 November 2019,"7,324.10"
22 November 2019,"7,272.50"
21 November 2019,"7,627.90"
20 November 2019,"8,099.30"
19 November 2019,"8,145.70"
18 November 2019,"8,208.40"
17 November 2019,"8,509.80"
16 November 2019,"8,497.30"
15 November 2019,"8,476.30"
14 November 2019,"8,661.20"
13 November 2019,"8,783.10"
12 November 2019,"8,812.60"
11 November 2019,"8,736.90"
10 November 2019,"9,036.80"
09 November 2019,"8,804.50"
08 November 2019,"8,778.20"
07 November 2019,"9,223.50"
06 November 2019,"9,338.90"
05 November 2019,"9,310.80"
04 November 2019,"9,396.40"
03 November 2019,"9,198.30"
02 November 2019,"9,300.60"
01 November 2019,"9,230.10"
31 October 2019,"9,152.60"
30 October 2019,"9,157.90"
29 October 2019,"9,411.30"
28 October 2019,"9,207.20"
27 October 2019,"9,529.60"
26 October 2019,"9,230.60"
25 October 2019,"8,658.30"
24 October 2019,"7,422.70"
23 October 2019,"7,477.00"
22 October 2019,"8,031.40"
21 October 2019,"8,208.20"
20 October 2019,"8,223.40"
19 October 2019,"7,957.30"
18 October 2019,"7,948.50"
17 October 2019,"8,073.30"
16 October 2019,"8,000.40"
15 October 2019,"8,167.20"
14 October 2019,"8,353.30"
13 October 2019,"8,281.50"
12 October 2019,"8,304.40"
11 October 2019,"8,267.80"
10 October 2019,"8,562.30"
09 October 2019,"8,566.70"
08 October 2019,"8,182.90"
07 October 2019,"8,198.60"
06 October 2019,"7,881.90"
05 October 2019,"8,127.30"
04 October 2019,"8,148.10"
03 October 2019,"8,226.90"
02 October 2019,"8,364.10"
01 October 2019,"8,302.70"
30 September 2019,"8,284.30"
29 September 2019,"8,049.10"
28 September 2019,"8,208.50"
27 September 2019,"8,184.90"
26 September 2019,"8,063.80"
25 September 2019,"8,432.40"
24 September 2019,"8,513.90"
23 September 2019,"9,702.20"
22 September 2019,"10,031.60"
21 September 2019,"9,993.00"
20 September 2019,"10,172.70"
19 September 2019,"10,250.50"
18 September 2019,"10,164.70"
17 September 2019,"10,195.70"
16 September 2019,"10,255.50"
15 September 2019,"10,311.50"
14 September 2019,"10,337.30"
13 September 2019,"10,342.10"
12 September 2019,"10,415.10"
11 September 2019,"10,162.50"
10 September 2019,"10,105.40"
09 September 2019,"10,309.00"
08 September 2019,"10,402.80"
07 September 2019,"10,461.10"
06 September 2019,"10,309.30"
05 September 2019,"10,566.90"
04 September 2019,"10,568.20"
03 September 2019,"10,612.30"
02 September 2019,"10,348.80"
01 September 2019,"9,729.30"
31 August 2019,"9,594.40"
30 August 2019,"9,585.40"
29 August 2019,"9,491.00"
28 August 2019,"9,729.40"
27 August 2019,"10,184.80"
26 August 2019,"10,371.80"
25 August 2019,"10,136.30"
24 August 2019,"10,131.00"
23 August 2019,"10,388.70"
22 August 2019,"10,105.00"
21 August 2019,"10,141.50"
20 August 2019,"10,752.60"
19 August 2019,"10,910.70"
18 August 2019,"10,312.70"
17 August 2019,"10,218.10"
16 August 2019,"10,335.60"
15 August 2019,"10,303.40"
14 August 2019,"10,049.40"
13 August 2019,"10,892.90"
12 August 2019,"11,394.20"
11 August 2019,"11,517.20"
10 August 2019,"11,314.50"
09 August 2019,"12,089.80"
08 August 2019,"12,191.60"
07 August 2019,"12,013.90"
06 August 2019,"11,480.90"
05 August 2019,"11,816.80"
04 August 2019,"10,934.60"
03 August 2019,"10,815.70"
02 August 2019,"10,520.10"
01 August 2019,"10,380.00"
31 July 2019,"10,082.00"
30 July 2019,"9,580.70"
29 July 2019,"9,580.90"
28 July 2019,"9,727.80"
27 July 2019,"9,492.10"
26 July 2019,"9,831.00"
25 July 2019,"9,945.30"
24 July 2019,"9,804.30"
23 July 2019,"9,888.70"
22 July 2019,"10,412.50"
21 July 2019,"10,714.40"
20 July 2019,"10,826.70"
19 July 2019,"10,571.50"
18 July 2019,"10,651.40"
17 July 2019,"9,723.20"
16 July 2019,"9,424.80"
15 July 2019,"10,845.90"
14 July 2019,"10,200.10"
13 July 2019,"11,364.90"
12 July 2019,"11,762.10"
11 July 2019,"11,342.30"
10 July 2019,"12,110.60"
09 July 2019,"12,541.50"
08 July 2019,"12,252.60"
07 July 2019,"11,415.90"
06 July 2019,"11,268.00"
05 July 2019,"10,970.20"
04 July 2019,"11,163.10"
03 July 2019,"11,900.80"
02 July 2019,"10,835.90"
01 July 2019,"10,616.60"
30 June 2019,"10,818.60"
29 June 2019,"11,906.50"
28 June 2019,"12,409.10"
27 June 2019,"11,287.80"
26 June 2019,"13,063.80"
25 June 2019,"11,809.90"
24 June 2019,"11,046.40"
23 June 2019,"10,897.10"
22 June 2019,"10,721.70"
21 June 2019,"10,179.30"
20 June 2019,"9,517.00"
19 June 2019,"9,255.40"
18 June 2019,"9,080.60"
17 June 2019,"9,318.80"
16 June 2019,"8,962.50"
15 June 2019,"8,812.50"
14 June 2019,"8,656.10"
13 June 2019,"8,219.00"
12 June 2019,"8,133.10"
11 June 2019,"7,888.00"
10 June 2019,"7,987.80"
09 June 2019,"7,635.00"
08 June 2019,"7,901.40"
07 June 2019,"7,985.20"
06 June 2019,"7,784.90"
05 June 2019,"7,779.10"
04 June 2019,"7,685.50"
03 June 2019,"8,124.80"
02 June 2019,"8,728.60"
01 June 2019,"8,545.70"
31 May 2019,"8,558.30"
30 May 2019,"8,271.90"
29 May 2019,"8,647.80"
28 May 2019,"8,716.30"
27 May 2019,"8,760.10"
26 May 2019,"8,630.20"
25 May 2019,"8,027.40"
24 May 2019,"7,970.10"
23 May 2019,"7,852.10"
22 May 2019,"7,635.70"
21 May 2019,"7,930.30"
20 May 2019,"7,965.30"
19 May 2019,"8,157.20"
18 May 2019,"7,262.60"
17 May 2019,"7,359.50"
16 May 2019,"7,871.80"
15 May 2019,"8,164.60"
14 May 2019,"7,994.60"
13 May 2019,"7,806.00"
12 May 2019,"6,984.80"
11 May 2019,"7,190.30"
10 May 2019,"6,386.00"
09 May 2019,"6,191.50"
08 May 2019,"5,990.30"
07 May 2019,"5,849.50"
06 May 2019,"5,745.10"
05 May 2019,"5,774.90"
04 May 2019,"5,830.90"
03 May 2019,"5,766.80"
02 May 2019,"5,493.80"
01 May 2019,"5,384.20"
30 April 2019,"5,320.80"
29 April 2019,"5,235.00"
28 April 2019,"5,302.30"
27 April 2019,"5,265.90"
26 April 2019,"5,298.30"
25 April 2019,"5,209.10"
24 April 2019,"5,415.60"
23 April 2019,"5,511.60"
22 April 2019,"5,346.70"
21 April 2019,"5,243.50"
20 April 2019,"5,290.20"
19 April 2019,"5,241.00"
18 April 2019,"5,264.70"
17 April 2019,"5,208.30"
16 April 2019,"5,180.90"
15 April 2019,"5,032.30"
14 April 2019,"5,134.80"
13 April 2019,"5,051.80"
12 April 2019,"5,054.20"
11 April 2019,"5,022.60"
10 April 2019,"5,307.80"
09 April 2019,"5,158.40"
08 April 2019,"5,245.20"
07 April 2019,"5,173.60"
06 April 2019,"5,046.20"
05 April 2019,"5,010.20"
04 April 2019,"4,902.40"
03 April 2019,"4,968.70"
02 April 2019,"4,859.30"
01 April 2019,"4,145.10"
31 March 2019,"4,102.30"
30 March 2019,"4,111.80"
29 March 2019,"4,102.20"
28 March 2019,"4,025.60"
27 March 2019,"4,041.70"
26 March 2019,"3,942.80"
25 March 2019,"3,937.00"
24 March 2019,"3,994.70"
23 March 2019,"4,002.50"
22 March 2019,"3,990.40"
21 March 2019,"3,982.20"
20 March 2019,"4,041.20"
19 March 2019,"4,017.00"
18 March 2019,"3,990.20"
17 March 2019,"3,981.50"
16 March 2019,"4,006.40"
15 March 2019,"3,924.30"
14 March 2019,"3,879.00"
13 March 2019,"3,865.10"
12 March 2019,"3,886.00"
11 March 2019,"3,870.30"
10 March 2019,"3,915.20"
09 March 2019,"3,944.30"
08 March 2019,"3,865.90"
07 March 2019,"3,875.10"
06 March 2019,"3,863.00"
05 March 2019,"3,857.20"
04 March 2019,"3,715.90"
03 March 2019,"3,809.50"
02 March 2019,"3,823.10"
01 March 2019,"3,821.90"
28 February 2019,"3,816.60"
27 February 2019,"3,814.60"
26 February 2019,"3,810.30"
25 February 2019,"3,833.70"
24 February 2019,"3,755.20"
23 February 2019,"4,120.40"
22 February 2019,"3,965.20"
21 February 2019,"3,936.60"
20 February 2019,"3,972.40"
19 February 2019,"3,914.30"
18 February 2019,"3,896.00"
17 February 2019,"3,664.20"
16 February 2019,"3,616.80"
15 February 2019,"3,604.70"
14 February 2019,"3,592.60"
13 February 2019,"3,611.50"
12 February 2019,"3,632.00"
11 February 2019,"3,631.80"
10 February 2019,"3,679.00"
09 February 2019,"3,661.40"
08 February 2019,"3,661.70"
07 February 2019,"3,397.70"
06 February 2019,"3,404.30"
05 February 2019,"3,468.40"
04 February 2019,"3,462.80"
03 February 2019,"3,459.10"
02 February 2019,"3,502.50"
01 February 2019,"3,467.90"
31 January 2019,"3,437.20"
30 January 2019,"3,460.00"
29 January 2019,"3,414.80"
28 January 2019,"3,442.80"
27 January 2019,"3,555.60"
26 January 2019,"3,570.90"
25 January 2019,"3,572.00"
24 January 2019,"3,574.30"
23 January 2019,"3,561.50"
22 January 2019,"3,580.10"
21 January 2019,"3,536.70"
20 January 2019,"3,542.30"
19 January 2019,"3,677.80"
18 January 2019,"3,605.60"
17 January 2019,"3,626.40"
16 January 2019,"3,588.00"
15 January 2019,"3,571.30"
14 January 2019,"3,638.10"
13 January 2019,"3,490.20"
12 January 2019,"3,597.20"
11 January 2019,"3,616.50"
10 January 2019,"3,603.70"
09 January 2019,"3,978.00"
08 January 2019,"3,971.00"
07 January 2019,"3,985.90"
06 January 2019,"4,004.10"
05 January 2019,"3,785.40"
04 January 2019,"3,802.70"
03 January 2019,"3,780.10"
02 January 2019,"3,873.80"
01 January 2019,"3,809.40"
31 December 2018,"3,709.40"
30 December 2018,"3,815.00"
29 December 2018,"3,706.80"
28 December 2018,"3,861.60"
27 December 2018,"3,586.90"
26 December 2018,"3,793.70"
25 December 2018,"3,762.50"
24 December 2018,"4,026.10"
23 December 2018,"3,944.40"
22 December 2018,"3,964.40"
21 December 2018,"3,850.90"
20 December 2018,"4,076.00"
19 December 2018,"3,687.10"
18 December 2018,"3,668.00"
17 December 2018,"3,526.10"
16 December 2018,"3,247.90"
15 December 2018,"3,228.70"
14 December 2018,"3,247.80"
13 December 2018,"3,315.30"
12 December 2018,"3,466.10"
11 December 2018,"3,407.70"
10 December 2018,"3,460.50"
09 December 2018,"3,567.50"
08 December 2018,"3,430.40"
07 December 2018,"3,422.20"
06 December 2018,"3,508.60"
05 December 2018,"3,771.60"
04 December 2018,"3,958.50"
03 December 2018,"3,897.80"
02 December 2018,"4,160.40"
01 December 2018,"4,196.20"
30 November 2018,"4,039.70"
29 November 2018,"4,296.50"
28 November 2018,"4,265.40"
27 November 2018,"3,866.50"
26 November 2018,"3,837.00"
25 November 2018,"4,062.20"
24 November 2018,"3,920.40"
23 November 2018,"4,398.00"
22 November 2018,"4,356.00"
21 November 2018,"4,638.70"
20 November 2018,"4,524.60"
19 November 2018,"4,883.80"
18 November 2018,"5,658.30"
17 November 2018,"5,621.80"
16 November 2018,"5,636.20"
15 November 2018,"5,718.90"
14 November 2018,"5,842.40"
13 November 2018,"6,429.20"
12 November 2018,"6,435.00"
11 November 2018,"6,446.10"
10 November 2018,"6,427.10"
09 November 2018,"6,412.00"
08 November 2018,"6,474.00"
07 November 2018,"6,565.30"
06 November 2018,"6,502.80"
05 November 2018,"6,459.70"
04 November 2018,"6,478.20"
03 November 2018,"6,386.20"
02 November 2018,"6,424.70"
01 November 2018,"6,400.50"
31 October 2018,"6,365.90"
30 October 2018,"6,325.70"
29 October 2018,"6,335.00"
28 October 2018,"6,486.10"
27 October 2018,"6,494.20"
26 October 2018,"6,510.00"
25 October 2018,"6,507.00"
24 October 2018,"6,530.70"
23 October 2018,"6,528.70"
22 October 2018,"6,555.80"
21 October 2018,"6,583.00"
20 October 2018,"6,572.20"
19 October 2018,"6,512.00"
18 October 2018,"6,574.10"
17 October 2018,"6,686.60"
16 October 2018,"6,705.30"
15 October 2018,"6,699.80"
14 October 2018,"6,326.80"
13 October 2018,"6,321.70"
12 October 2018,"6,291.30"
11 October 2018,"6,239.10"
10 October 2018,"6,618.00"
09 October 2018,"6,650.80"
08 October 2018,"6,669.60"
07 October 2018,"6,611.00"
06 October 2018,"6,596.30"
05 October 2018,"6,639.10"
04 October 2018,"6,584.20"
03 October 2018,"6,507.80"
